type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
HOUSE,FARMHOUSE,Hainaut,Liberchies,6238.0,975000.0,1,53,1.0,1.0,1,1.0,40.0,1.0,0.0,452.0,35850.0,4.0,0,0
APARTMENT,PENTHOUSE,Brussels,Uccle,1180.0,650000.0,3,53,1.0,0.0,0,1.0,0.0,0.0,0.0,159.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,1250000.0,5,53,1.0,0.0,0,1.0,26.0,1.0,230.0,495.0,340.0,2.0,0,0
HOUSE,BUNGALOW,Flemish Brabant,Overijse,3090.0,525000.0,2,53,1.0,0.0,1,1.0,60.0,1.0,0.0,130.0,876.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Zaventem Sterrebeek,1933.0,849000.0,6,53,1.0,0.0,0,1.0,0.0,0.0,0.0,330.0,930.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Hainaut,Liberchies,6238.0,975000.0,1,53,1.0,1.0,1,1.0,40.0,1.0,0.0,452.0,35850.0,4.0,0,0
HOUSE,HOUSE,Luxembourg,Tohogne (Durbuy),6941.0,369000.0,6,53,1.0,0.0,0,1.0,89.0,1.0,4985.0,276.0,5275.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Overijse,3090.0,645000.0,3,53,1.0,0.0,0,1.0,100.0,1.0,840.0,150.0,913.0,4.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,1250000.0,4,53,1.0,0.0,0,1.0,0.0,1.0,695.0,370.0,695.0,3.0,0,1
HOUSE,VILLA,Namur,Andenne,5300.0,440000.0,3,54,1.0,0.0,0,1.0,30.0,1.0,515.0,195.0,870.0,4.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,1590000.0,5,54,1.0,0.0,1,1.0,30.0,0.0,0.0,452.0,1869.0,3.0,0,1
HOUSE,HOUSE,Liège,JUPILLE-SUR-MEUSE,4020.0,299000.0,5,54,1.0,0.0,1,1.0,0.0,1.0,0.0,192.0,595.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,765000.0,3,54,1.0,0.0,0,1.0,0.0,0.0,0.0,170.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Wezembeek-Oppem,1970.0,1595000.0,6,54,1.0,0.0,0,1.0,20.0,1.0,2100.0,355.0,2339.0,4.0,1,1
HOUSE,HOUSE,Flemish Brabant,Tervuren,3080.0,935000.0,5,54,1.0,0.0,0,1.0,28.0,1.0,800.0,295.0,1362.0,4.0,0,1
HOUSE,VILLA,Namur,Havelange,5370.0,395000.0,4,54,1.0,0.0,0,1.0,0.0,1.0,820.0,180.0,1000.0,4.0,0,1
HOUSE,HOUSE,Brussels,Ixelles,1050.0,2950000.0,4,54,1.0,0.0,0,1.0,0.0,0.0,0.0,516.0,1450.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kampenhout,1910.0,1290000.0,5,54,1.0,0.0,1,0.0,0.0,1.0,0.0,325.0,11548.0,4.0,0,1
APARTMENT,APARTMENT,Liège,Liege,4000.0,295000.0,2,54,0.0,0.0,0,1.0,14.0,0.0,0.0,153.0,0.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Ath Ostiches,7804.0,580000.0,3,54,1.0,0.0,0,1.0,5.0,1.0,1700.0,172.0,2180.0,4.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Bruxelles,1000.0,275000.0,2,54,0.0,0.0,0,0.0,0.0,1.0,44.0,100.0,0.0,2.0,0,0
HOUSE,BUNGALOW,Liège,Nandrin,4550.0,429000.0,3,54,1.0,0.0,0,1.0,20.0,1.0,1200.0,170.0,1550.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,East Flanders,Erpe-Mere,9420.0,395000.0,4,54,1.0,0.0,0,1.0,20.0,1.0,350.0,208.0,497.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,Lasne,1380.0,1765000.0,8,54,1.0,0.0,0,1.0,60.0,1.0,2140.0,603.0,2512.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,Rixensart,1330.0,735000.0,4,55,1.0,0.0,0,1.0,0.0,1.0,2000.0,225.0,3700.0,4.0,0,1
APARTMENT,PENTHOUSE,Antwerp,Brasschaat,2930.0,750000.0,2,55,1.0,0.0,0,1.0,0.0,0.0,0.0,220.0,0.0,3.0,0,1
APARTMENT,DUPLEX,East Flanders,Aalst,9300.0,479000.0,2,55,1.0,0.0,0,1.0,40.0,0.0,0.0,175.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,600000.0,4,55,1.0,0.0,0,1.0,15.0,0.0,0.0,179.0,0.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,799000.0,5,55,1.0,0.0,0,1.0,0.0,1.0,1433.0,236.0,1433.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Evere,1140.0,595000.0,3,55,1.0,0.0,1,1.0,13.0,0.0,0.0,140.0,0.0,4.0,0,0
HOUSE,HOUSE,Hainaut,Lens,7870.0,260000.0,3,55,1.0,0.0,1,1.0,0.0,1.0,0.0,175.0,276.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genese,1640.0,1650000.0,4,55,1.0,0.0,0,1.0,0.0,1.0,1200.0,340.0,1596.0,4.0,1,1
HOUSE,MIXED_USE_BUILDING,Walloon Brabant,Braine-l'Alleud,1420.0,890000.0,6,55,1.0,0.0,0,0.0,0.0,0.0,0.0,260.0,83.0,3.0,0,1
APARTMENT,APARTMENT,Hainaut,Dottignies,7711.0,232000.0,2,55,1.0,0.0,0,0.0,0.0,0.0,0.0,130.0,0.0,4.0,0,1
HOUSE,MANSION,Flemish Brabant,Kapelle-op-den-Bos,1880.0,398000.0,3,55,0.0,0.0,1,1.0,13.0,1.0,0.0,215.0,194.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Schaerbeek,1030.0,1500000.0,8,55,1.0,0.0,0,0.0,0.0,1.0,368.0,492.0,503.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Uccle,1180.0,1195000.0,4,55,1.0,0.0,0,1.0,25.0,0.0,0.0,211.0,1563.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Sint-Pieters-Leeuw,1602.0,549000.0,3,55,1.0,0.0,0,1.0,25.0,1.0,1500.0,200.0,1735.0,3.0,0,1
HOUSE,HOUSE,Hainaut,CHÂTELINEAU,6200.0,550000.0,3,55,1.0,0.0,1,1.0,0.0,0.0,0.0,241.0,2396.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Jumet,6040.0,295000.0,4,55,1.0,0.0,0,1.0,30.0,1.0,200.0,223.0,262.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Wezembeek-Oppem,1970.0,825000.0,5,55,1.0,0.0,0,1.0,0.0,0.0,0.0,225.0,530.0,4.0,0,1
HOUSE,COUNTRY_COTTAGE,Flemish Brabant,Overijse,3090.0,875000.0,4,55,1.0,0.0,0,1.0,0.0,1.0,3912.0,300.0,4091.0,4.0,0,0
APARTMENT,APARTMENT,Hainaut,PÂTURAGES,7340.0,120000.0,2,55,1.0,0.0,1,0.0,0.0,0.0,0.0,90.0,0.0,2.0,0,1
HOUSE,VILLA,Brussels,Woluwe-Saint-Pierre,1150.0,1150000.0,5,55,0.0,0.0,0,1.0,0.0,0.0,0.0,300.0,1244.0,4.0,0,0
APARTMENT,PENTHOUSE,Hainaut,PÂTURAGES,7340.0,295000.0,2,55,1.0,0.0,1,0.0,0.0,0.0,0.0,90.0,0.0,2.0,0,1
APARTMENT,APARTMENT,East Flanders,Wichelen,9260.0,499000.0,4,55,1.0,0.0,1,1.0,30.0,1.0,400.0,175.0,0.0,2.0,0,1
HOUSE,HOUSE,Namur,HOGNE,5377.0,510000.0,4,55,1.0,0.0,1,1.0,0.0,1.0,0.0,180.0,1441.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Sint-Pieters-Leeuw,1602.0,549000.0,3,55,1.0,0.0,0,1.0,25.0,1.0,1500.0,200.0,1735.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Zwalm,9630.0,195000.0,4,55,0.0,0.0,0,1.0,0.0,1.0,0.0,200.0,1287.0,4.0,0,0
HOUSE,HOUSE,Hainaut,Basècles,7971.0,230000.0,4,55,0.0,0.0,1,0.0,0.0,0.0,0.0,250.0,335.0,2.0,0,0
HOUSE,VILLA,Flemish Brabant,Hoeilaart,1560.0,640000.0,5,55,1.0,0.0,0,1.0,0.0,1.0,650.0,248.0,1019.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,RAMSDONK,1880.0,325000.0,3,55,0.0,0.0,1,1.0,0.0,1.0,0.0,135.0,294.0,3.0,0,0
HOUSE,MIXED_USE_BUILDING,Walloon Brabant,Wavre,1300.0,950000.0,6,55,1.0,0.0,1,1.0,40.0,1.0,100.0,260.0,1470.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genese,1640.0,2700000.0,4,55,1.0,0.0,0,1.0,120.0,1.0,2700.0,500.0,3100.0,4.0,1,1
HOUSE,HOUSE,Walloon Brabant,Wavre,1300.0,950000.0,6,55,1.0,0.0,1,1.0,40.0,1.0,100.0,260.0,1470.0,4.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,2595000.0,8,55,0.0,0.0,0,1.0,75.0,1.0,3200.0,549.0,3237.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Schoten,2900.0,449000.0,5,55,1.0,0.0,0,0.0,0.0,1.0,101.0,175.0,209.0,2.0,0,1
HOUSE,HOUSE,Brussels,Jette,1090.0,525000.0,4,55,1.0,0.0,1,1.0,15.0,1.0,33.0,189.0,120.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,795000.0,3,55,1.0,0.0,1,1.0,40.0,1.0,0.0,175.0,0.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,Lasne,1380.0,599000.0,4,55,1.0,0.0,0,1.0,0.0,1.0,649.0,480.0,649.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Hoeilaart,1560.0,1980000.0,6,55,1.0,0.0,0,1.0,20.0,1.0,24000.0,515.0,24356.0,4.0,0,1
HOUSE,VILLA,Hainaut,Mouscron,7700.0,590000.0,3,56,1.0,0.0,0,1.0,55.0,1.0,450.0,234.0,954.0,4.0,1,1
HOUSE,HOUSE,Brussels,Laeken,1020.0,489000.0,4,56,1.0,0.0,1,0.0,0.0,1.0,52.0,220.0,0.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Namur,TAMINES,5060.0,349000.0,3,56,1.0,0.0,1,1.0,32.0,1.0,0.0,150.0,535.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Wezembeek-Oppem,1970.0,890000.0,4,56,1.0,0.0,0,1.0,15.0,1.0,600.0,180.0,744.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,380000.0,3,56,1.0,0.0,0,1.0,0.0,1.0,0.0,140.0,1050.0,4.0,0,0
HOUSE,HOUSE,Liège,Ans,4430.0,430000.0,2,56,1.0,0.0,1,1.0,65.0,0.0,0.0,203.0,2122.0,4.0,0,0
HOUSE,HOUSE,Flemish Brabant,Schepdaal,1703.0,579000.0,3,56,1.0,0.0,0,1.0,0.0,0.0,0.0,192.0,1000.0,4.0,0,0
HOUSE,VILLA,Antwerp,Brasschaat,2930.0,1950000.0,5,56,1.0,1.0,1,1.0,396.0,1.0,8500.0,577.0,10431.0,4.0,1,1
HOUSE,HOUSE,Hainaut,HARCHIES,7321.0,220000.0,2,56,0.0,0.0,1,0.0,0.0,1.0,570.0,215.0,570.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Hainaut,Silly,7830.0,2700000.0,7,56,1.0,0.0,1,1.0,300.0,1.0,0.0,887.0,51805.0,4.0,1,1
HOUSE,COUNTRY_COTTAGE,Flemish Brabant,Ternat Sint-Katherina-Lombeek,1742.0,939000.0,5,56,1.0,0.0,0,1.0,0.0,0.0,0.0,448.0,3532.0,4.0,0,1
HOUSE,MANSION,Luxembourg,Chiny Jamoigne,6810.0,329000.0,5,56,0.0,0.0,0,1.0,0.0,0.0,0.0,318.0,12628.0,4.0,0,0
HOUSE,VILLA,Walloon Brabant,Louvain-La-Neuve,1348.0,450000.0,3,56,0.0,0.0,1,1.0,33.0,1.0,0.0,155.0,233.0,4.0,0,0
HOUSE,HOUSE,Flemish Brabant,Rhode-St-Genèse,1640.0,2390000.0,6,56,1.0,0.0,1,1.0,150.0,1.0,2300.0,400.0,2700.0,4.0,1,1
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Pierre,1150.0,1230000.0,3,56,1.0,0.0,0,1.0,54.0,0.0,0.0,210.0,0.0,3.0,0,1
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genese,1640.0,2390000.0,5,56,1.0,0.0,0,1.0,150.0,1.0,2300.0,400.0,2700.0,4.0,1,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,775000.0,3,56,1.0,0.0,0,1.0,6.0,0.0,0.0,180.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,850000.0,5,57,1.0,0.0,0,1.0,16.0,1.0,55.0,190.0,287.0,3.0,0,1
HOUSE,HOUSE,Antwerp,PUURS-SINT-AMANDS,2870.0,299000.0,5,57,1.0,0.0,1,0.0,0.0,1.0,0.0,259.0,525.0,2.0,0,0
HOUSE,HOUSE,Brussels,Watermael-Boitsfort,1170.0,1295000.0,4,57,1.0,0.0,0,1.0,22.0,1.0,165.0,249.0,245.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Hainaut,Enghien,7850.0,750000.0,4,57,0.0,0.0,0,1.0,0.0,0.0,0.0,691.0,470.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Etterbeek,1040.0,495000.0,3,57,1.0,0.0,0,1.0,25.0,0.0,0.0,162.0,0.0,2.0,0,0
APARTMENT,DUPLEX,Brussels,Saint-Gilles,1060.0,975000.0,4,57,1.0,0.0,1,1.0,45.0,0.0,0.0,200.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Halle,1500.0,549000.0,3,57,1.0,0.0,1,0.0,0.0,1.0,806.0,230.0,924.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Wetteren,9230.0,320000.0,2,57,0.0,0.0,1,1.0,0.0,1.0,29.0,180.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Ixelles,1050.0,1295000.0,4,57,1.0,0.0,0,1.0,22.0,1.0,165.0,249.0,245.0,2.0,0,1
HOUSE,HOUSE,Liège,HOZÉMONT,4460.0,500000.0,4,57,1.0,0.0,1,1.0,40.0,1.0,0.0,222.0,1485.0,4.0,0,0
HOUSE,HOUSE,Liège,AMPSIN,4540.0,449500.0,4,57,1.0,0.0,1,1.0,0.0,1.0,0.0,230.0,1086.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Uccle,1180.0,850000.0,5,57,1.0,0.0,0,1.0,16.0,1.0,55.0,190.0,287.0,3.0,0,1
HOUSE,VILLA,Walloon Brabant,Wavre,1300.0,435000.0,4,57,1.0,0.0,0,1.0,30.0,1.0,526.0,185.0,748.0,4.0,0,1
APARTMENT,TRIPLEX,Brussels,Uccle,1180.0,595000.0,5,57,1.0,0.0,0,1.0,73.0,1.0,120.0,244.0,0.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,MARILLES,1350.0,350000.0,4,57,0.0,0.0,1,0.0,0.0,0.0,0.0,168.0,2200.0,4.0,0,0
HOUSE,HOUSE,Walloon Brabant,Chaumont-Gistoux,1325.0,475000.0,3,57,1.0,0.0,1,0.0,0.0,1.0,0.0,280.0,680.0,4.0,0,0
HOUSE,HOUSE,Luxembourg,Libin,6890.0,389000.0,5,57,1.0,0.0,0,1.0,15.0,1.0,630.0,434.0,1104.0,4.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,2300000.0,5,57,1.0,0.0,0,1.0,40.0,1.0,1577.0,395.0,1960.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Hainaut,Enghien,7850.0,750000.0,4,57,0.0,0.0,0,1.0,0.0,0.0,0.0,691.0,470.0,2.0,0,0
HOUSE,HOUSE,Luxembourg,Libramont-Chevigny,6800.0,389000.0,5,57,1.0,0.0,0,1.0,0.0,1.0,630.0,434.0,1104.0,4.0,0,1
HOUSE,HOUSE,Liège,LAVOIR,4217.0,279000.0,3,57,1.0,0.0,1,1.0,60.0,1.0,823.0,221.0,946.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Flemish Brabant,Affligem,1790.0,794000.0,4,57,1.0,0.0,0,1.0,40.0,1.0,200.0,260.0,673.0,4.0,0,1
HOUSE,COUNTRY_COTTAGE,Namur,COUTISSE,5300.0,325000.0,4,58,1.0,0.0,1,1.0,0.0,1.0,0.0,160.0,850.0,4.0,0,1
HOUSE,HOUSE,Brussels,Etterbeek,1040.0,795000.0,9,58,1.0,0.0,0,1.0,0.0,1.0,80.0,355.0,0.0,2.0,0,0
HOUSE,HOUSE,Liège,Herstal,4040.0,549000.0,4,58,1.0,0.0,0,1.0,584.0,1.0,743.0,232.0,904.0,3.0,1,1
HOUSE,MANSION,Brussels,Schaerbeek,1030.0,845000.0,6,58,1.0,0.0,0,1.0,60.0,0.0,0.0,310.0,132.0,2.0,0,1
APARTMENT,LOFT,Brussels,Bruxelles,1000.0,499000.0,2,58,1.0,0.0,0,1.0,25.0,0.0,0.0,160.0,0.0,3.0,0,1
HOUSE,COUNTRY_COTTAGE,Namur,COUTISSE,5300.0,440000.0,4,58,1.0,0.0,1,1.0,0.0,1.0,0.0,160.0,2283.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genèse,1640.0,1590000.0,5,58,1.0,0.0,0,1.0,30.0,1.0,1290.0,325.0,1918.0,4.0,0,1
HOUSE,HOUSE,Namur,COUTISSE,5300.0,440000.0,4,58,1.0,0.0,1,1.0,0.0,1.0,0.0,160.0,2283.0,4.0,0,1
HOUSE,HOUSE,Liège,Berloz,4257.0,300000.0,3,58,1.0,0.0,0,1.0,30.0,1.0,430.0,190.0,659.0,2.0,0,1
HOUSE,MANSION,Brussels,Saint-Josse-ten-Noode,1210.0,845000.0,6,58,1.0,0.0,0,1.0,60.0,0.0,0.0,310.0,132.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Hainaut,Buzet,6230.0,299000.0,2,58,0.0,0.0,0,1.0,40.0,1.0,1140.0,255.0,1316.0,4.0,0,0
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genèse,1640.0,1590000.0,5,58,1.0,0.0,0,1.0,0.0,0.0,0.0,325.0,1918.0,4.0,0,1
HOUSE,HOUSE,Namur,COUTISSE,5300.0,325000.0,4,58,1.0,0.0,1,1.0,0.0,1.0,0.0,160.0,850.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,DION-LE-VAL,1325.0,620000.0,4,58,1.0,0.0,1,1.0,32.0,1.0,630.0,222.0,953.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,COURT-SAINT-ETIENNE,1490.0,550000.0,4,58,0.0,0.0,1,0.0,0.0,1.0,0.0,184.0,2170.0,4.0,0,0
HOUSE,TOWN_HOUSE,Liège,Ans (Xhendremael),4432.0,328000.0,4,58,1.0,0.0,0,1.0,108.0,1.0,428.0,261.0,0.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Herseaux,7712.0,319000.0,3,58,1.0,0.0,0,1.0,0.0,1.0,120.0,131.0,308.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,1495000.0,4,58,1.0,0.0,0,0.0,0.0,0.0,0.0,282.0,0.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Habay,6720.0,440000.0,6,59,1.0,0.0,0,1.0,0.0,0.0,0.0,255.0,774.0,4.0,1,1
HOUSE,HOUSE,West Flanders,Kortemark,8610.0,299000.0,4,59,0.0,0.0,0,0.0,0.0,1.0,0.0,249.0,505.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Holsbeek,3220.0,799000.0,5,59,1.0,0.0,1,0.0,0.0,1.0,0.0,310.0,490.0,3.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Luxembourg,Vielsalm,6690.0,830000.0,5,59,1.0,1.0,0,1.0,0.0,0.0,0.0,335.0,5000.0,4.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,845000.0,4,59,0.0,0.0,0,1.0,12.0,1.0,117.0,220.0,210.0,2.0,0,1
HOUSE,VILLA,Hainaut,Ath,7812.0,895000.0,2,59,1.0,0.0,0,1.0,107.0,1.0,850.0,266.0,1143.0,4.0,1,1
HOUSE,VILLA,Flemish Brabant,Keerbergen,3140.0,870000.0,4,59,0.0,0.0,1,1.0,75.0,1.0,1535.0,362.0,1861.0,4.0,1,1
HOUSE,MANSION,Flemish Brabant,Hoegaarden,3320.0,790000.0,5,59,1.0,0.0,1,1.0,60.0,1.0,800.0,300.0,0.0,2.0,0,0
HOUSE,HOUSE,Antwerp,Retie,2470.0,645000.0,3,59,1.0,0.0,1,0.0,0.0,1.0,0.0,407.0,1574.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Liège,Lierneux,4990.0,830000.0,5,59,1.0,1.0,0,1.0,0.0,0.0,0.0,335.0,5000.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,Habay Marbehan,6724.0,440000.0,6,59,1.0,0.0,0,1.0,0.0,0.0,0.0,255.0,774.0,4.0,1,1
HOUSE,HOUSE,East Flanders,Oosterzele,9860.0,498000.0,4,59,1.0,0.0,0,1.0,0.0,1.0,0.0,235.0,1658.0,4.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,765000.0,4,59,0.0,0.0,0,1.0,0.0,0.0,0.0,214.0,505.0,3.0,0,0
HOUSE,VILLA,Walloon Brabant,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,1421.0,529000.0,3,59,1.0,0.0,0,1.0,20.0,1.0,800.0,165.0,1200.0,4.0,0,0
HOUSE,HOUSE,Flemish Brabant,Tienen,3300.0,389000.0,4,60,1.0,0.0,0,1.0,20.0,1.0,200.0,205.0,320.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Ottignies-Louvain-la-Neuve,1340.0,495000.0,7,60,0.0,0.0,0,1.0,0.0,0.0,0.0,273.0,731.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Pierre,1150.0,495000.0,2,60,1.0,0.0,0,0.0,0.0,0.0,0.0,117.0,0.0,3.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,1625000.0,6,60,1.0,0.0,1,1.0,40.0,1.0,250.0,326.0,620.0,3.0,0,1
HOUSE,VILLA,Flemish Brabant,Wezembeek-Oppem,1970.0,1890000.0,4,60,1.0,0.0,0,1.0,50.0,1.0,2000.0,345.0,2100.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,599000.0,4,60,0.0,0.0,0,1.0,2.0,0.0,0.0,180.0,0.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Kapelle-op-den-Bos,1880.0,289000.0,2,60,0.0,0.0,1,1.0,42.0,1.0,0.0,140.0,318.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Rixensart,1331.0,1950000.0,5,60,1.0,0.0,0,1.0,0.0,0.0,0.0,530.0,6320.0,4.0,1,1
HOUSE,MANSION,Brussels,Uccle,1180.0,1650000.0,6,60,1.0,0.0,0,1.0,15.0,1.0,280.0,449.0,450.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000.0,6400000.0,27,60,1.0,1.0,0,1.0,495.0,1.0,40.0,1350.0,560.0,4.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,2100000.0,5,60,1.0,0.0,1,1.0,80.0,1.0,1000.0,729.0,1250.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,790000.0,3,60,1.0,1.0,0,0.0,0.0,0.0,0.0,185.0,0.0,2.0,0,1
APARTMENT,PENTHOUSE,Brussels,Anderlecht,1070.0,349000.0,2,60,1.0,0.0,1,0.0,0.0,0.0,0.0,165.0,0.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Ixelles,1050.0,6400000.0,27,60,1.0,1.0,0,1.0,495.0,1.0,40.0,1350.0,560.0,4.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,2100000.0,4,60,1.0,0.0,1,1.0,60.0,1.0,1000.0,550.0,1250.0,4.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Uccle,1180.0,1100000.0,4,60,1.0,0.0,0,1.0,0.0,0.0,0.0,244.0,0.0,3.0,0,1
HOUSE,MANSION,Brussels,Uccle,1180.0,1650000.0,6,60,1.0,0.0,0,1.0,0.0,1.0,300.0,449.0,450.0,2.0,0,1
APARTMENT,PENTHOUSE,Walloon Brabant,Lasne,1380.0,795000.0,3,60,1.0,0.0,0,1.0,10.0,0.0,0.0,209.0,0.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,680000.0,4,60,1.0,0.0,1,1.0,22.0,0.0,0.0,187.0,0.0,3.0,0,1
APARTMENT,DUPLEX,Brussels,Bruxelles,1000.0,655000.0,4,60,1.0,0.0,1,0.0,0.0,0.0,0.0,160.0,0.0,2.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Evere,1140.0,445000.0,2,60,1.0,0.0,1,0.0,0.0,1.0,500.0,205.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Hainaut,Tournai,7500.0,349000.0,3,60,1.0,0.0,0,1.0,0.0,0.0,0.0,158.0,0.0,3.0,0,1
HOUSE,VILLA,Flemish Brabant,Wijgmaal,3018.0,795000.0,8,60,1.0,0.0,1,1.0,45.0,1.0,900.0,400.0,1113.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Evere,1140.0,445000.0,2,60,1.0,0.0,1,0.0,0.0,1.0,500.0,205.0,0.0,2.0,0,1
HOUSE,VILLA,Liège,TIHANGE,4500.0,445000.0,9,60,0.0,0.0,1,1.0,60.0,1.0,6000.0,420.0,6345.0,4.0,0,0
APARTMENT,APARTMENT,Namur,AUVELAIS,5060.0,165000.0,3,60,0.0,0.0,1,0.0,0.0,0.0,0.0,170.0,0.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Zaventem,1933.0,755000.0,5,60,1.0,0.0,0,1.0,33.0,1.0,300.0,241.0,500.0,4.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,680000.0,4,60,1.0,0.0,0,1.0,7.0,1.0,312.0,155.0,411.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kraainem,1950.0,1250000.0,9,60,1.0,0.0,1,1.0,20.0,1.0,1400.0,629.0,1900.0,4.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Diest,3290.0,649000.0,3,60,1.0,0.0,0,1.0,60.0,0.0,0.0,286.0,1098.0,4.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,695000.0,3,60,1.0,0.0,0,1.0,15.0,1.0,95.0,170.0,181.0,2.0,0,1
